,kms11/cfz,kms34/cfz,kms11,kms34
6920,6.265427505333332,6.122933240666668,6.1354363240000005,6.037251158666667
6921,4.892667442,5.219665625333334,4.818029675333333,5.094626112666667
6922,6.456009534333333,6.638484186666667,6.405510502333333,6.622651458666667
6923,5.692371928,5.609443303999999,5.681514416,5.663153808666666
6924,4.242887552666667,4.071615706,4.078204684666667,4.010641633333333
6925,3.9156955693333333,3.9614957580000003,3.892591404333333,3.9260145036666665
6926,4.678623289333333,4.876664479333333,4.766261876333334,4.885033996
6927,5.997439731333333,5.845550980333333,5.925722123333333,5.849595513333333
6928,5.4314737730000004,5.240237127333334,5.4739552893333325,5.469512162
6929,5.157688078333333,5.175657195,5.154407443666667,5.083972185666666
6930,4.586945752666667,4.578427573666667,4.544101383666667,4.588062547333334
6931,6.457468524666667,6.371345812666667,6.6155802239999995,6.264957524
6932,3.691068603666667,3.9470876636666663,3.7984408613333334,3.870334017
6933,5.747072957333333,5.624207301666666,5.822684471,5.521959738333334
6934,4.372992416,4.398751689333333,4.322589428,4.462083472333333
6935,5.496973423333333,5.620919647333333,5.4845332823333335,5.524477851333333
6936,4.990949625333333,4.921411653,4.9786022003333334,4.815123207333333
6937,5.112678539,5.176613755666667,5.068342159,5.192860241666668
6938,6.211420121666667,6.406957116000001,6.139088585333333,6.432880159
6939,5.704975831333333,5.479063474666667,5.530286683,5.585545717666666
6940,4.466721165666667,4.673080013000001,4.529849678000001,4.588602676
6941,5.581987507,5.8567345773333335,5.824650887000001,5.640161892333334
6942,4.028825251,4.059747295,3.9856864969999997,4.049003973666667
6943,4.111806391333333,4.119124244666668,4.217611005999999,4.11565703
6944,5.591951449333333,5.560425611333334,5.580335570999999,5.612173168333334
6945,4.038558375,3.9496336456666667,3.990188982,3.961985405666667
6946,5.605759972,5.401315117666667,5.270338196666667,5.465379034333334
6947,5.4716576843333335,5.502140378666667,5.518375089666667,5.460534077333333
6948,4.952425250666667,4.835249586333333,4.969321062666666,5.018287463666667
6949,7.287655740999999,7.251277040666667,7.29733973,7.320459840666667
6950,4.421792756333334,4.465130389,4.427344694333333,4.372645200666667
6951,4.494243593666667,4.386264117333333,4.4979738713333335,4.579027596333334
6952,5.158428613666667,5.224158287666666,5.244146678000001,5.498261192
6953,4.926929198666667,4.827813775,4.839244134333334,4.674605478666667
6954,5.734011356,5.724264545333334,5.559521194999999,5.660477236999999
6955,3.5169926206666666,3.5755342286666667,3.556437178333333,3.6861101473333338
6956,3.3967374086666666,3.4173999676666664,3.5280246280000003,3.4705950199999998
6957,3.5340647913333334,3.488163145,3.348548828,3.583745534
6958,4.444171783000001,4.230109591000001,4.335019918,4.2127395986666665
6959,3.4506441339999996,3.446491286666667,3.3859233713333334,3.396818855
6960,3.354125196,3.4437402153333334,3.2884154036666664,3.3703804203333334
6961,3.3907132709999996,3.406802771,3.4027694703333338,3.4063428313333333
6962,3.5468893159999997,3.5267186919999998,3.6149979523333333,3.529090795333333
6963,3.4261883736666667,3.425269809,3.4909004183333336,3.370407006666667
6964,3.8970458613333334,3.925090918,3.909902517666666,4.043416433666667
6965,4.491649975666666,4.610796008333334,4.572464328333333,4.543426690666666
6966,5.780253167333334,5.735210063,5.850511222666667,5.825987540666667
6967,4.838907891333333,4.835896463666667,4.829406111333333,5.044221484666667
6968,5.267459889666667,5.289431668333333,5.362787579666667,5.175003550666666
6969,5.134329531,4.906246034,5.074842392,5.00745231
6970,4.862151036666667,4.715705982999999,4.874018933333333,4.861245504
6971,3.9182391363333338,3.7987922673333334,3.706525764666667,3.876633201
6972,4.319752302666667,4.4870952803333335,4.331734085666667,4.355871570666666
6973,5.734057493000001,6.158853044333333,5.733234785666666,6.085486123666667
6974,4.245811528,4.3022526736666675,4.169899699999999,4.259767389
6975,3.804695831,3.6976632140000003,3.9183041956666664,3.6780705873333335
6976,4.949380002000001,4.969670611000001,4.975360144666666,4.802558902666667
6977,6.226336355666667,6.377326424666667,6.325835078,6.298065817333334
6978,3.6516274679999996,3.758239044333333,3.768029366666667,3.7119975663333338
6979,4.841398401666667,4.844077975,4.870858248666667,4.822399142666668
6980,3.747181822,3.4891443226666667,3.6139954673333334,3.5268312176666665
6981,4.528808955333333,4.566613199666667,4.608426400333333,4.499427547
6982,6.928129587000001,6.872332521333333,6.894203612000001,6.923010416666666
6983,4.592711386333334,4.490668738666667,4.529551362,4.712039699666666
6984,3.631974766666667,3.5417661876666666,3.489152170666667,3.5755658150000005
6985,3.6115641046666673,3.551426323,3.608905693,3.5662208156666666
6986,5.844964507,5.981121497,5.779132171666667,5.883116136333332
6987,5.720463186,5.749745834333333,5.572646206333332,5.701409010333333
6988,5.120059334666667,5.070704958,5.107809853,5.245445355
6989,4.300666021333334,4.480542168,4.361985842,4.47515597
6990,3.6646372656666664,3.5512392433333333,3.5569847566666666,3.539090602
6991,3.3806593570000003,3.409794853333333,3.3669101196666666,3.4421153106666664
6992,4.779399158333333,4.743234464333334,4.843387419666667,4.836149870666667
6993,5.407481835666666,5.336034596333334,5.300565947333333,5.410498413666666
6994,5.020772564666667,5.120359170666667,5.105959994999999,4.9991533913333335
6995,5.709043976666667,5.851958164333333,5.639490780333333,5.674187016666667
6996,7.030680014666667,7.075776976666667,6.939990682333334,7.079382700333333
6997,5.881033589333334,6.675265510333333,6.119309941333333,6.775410351333332
6998,3.3283091253333335,3.422333585666667,3.398220399333333,3.450627903666667
6999,4.116484282333333,4.002918002333334,4.096123903666666,4.100710888999999
7000,3.6352977486666664,3.6784821466666666,3.6961425373333334,3.7098532423333332
7001,3.3370605249999996,3.2381924036666665,3.2179186583333332,3.2115130229999997
7002,4.692267065333333,4.754755248333333,4.809602123333334,4.854441450666667
7003,4.365909854666666,4.333068797666667,4.298422590666667,4.515561305666666
7004,3.313089382333333,3.3793976793333336,3.376864688,3.4671853029999995
7005,4.742637878666667,4.874892385333333,4.8329214259999995,4.844569649333334
7006,5.949402672333332,5.836820422333333,5.836314379,5.988985580666667
7007,5.268925851333333,5.204186365,5.154267678666667,5.214859874666667
7008,6.516325532000001,6.4829162333333334,6.3744065910000005,6.411541580666667
7009,5.421524094,5.373248157,5.491084798333333,5.430133905333334
7010,6.584165035333334,6.658948725333334,6.642619619666665,6.660751615333333
7011,4.340166302,4.225201356,4.321087337999999,4.418840334333333
7012,6.3274730969999995,6.409970828,6.402804319333334,6.536432489333333
7013,3.4279934293333336,3.4452716403333334,3.297531325,3.352279843
7014,4.913963162666666,4.953604222333333,4.816445887666667,4.949229337333333
7015,6.244261172000001,6.102686557666668,6.160654928,6.210752015333333
7016,6.115011475999999,7.477354688333333,6.004106686666667,7.260871948666666
7017,5.990823472,6.607267683000001,5.824632935666667,6.4543824166666655
7018,5.481929249666666,5.6629466509999995,5.511032997333333,5.787595033333333
7019,6.012579956333333,6.036940771333334,5.894726432666666,6.032772530666667
7020,5.631461995333333,5.524595462333333,5.6516496583333335,5.677978073666668
7021,3.864712565,3.8939760356666664,3.848462431666667,4.0234243780000005
7022,5.651463584999999,5.4967139026666665,5.580182984666667,5.557854830666667
7023,4.527953079333333,4.550946672666667,4.554963414333333,4.7772989269999995
7024,3.647382419333333,3.582672071333333,3.5136494773333333,3.586183288666667
7025,4.722176887333333,4.7335986,4.513460405666667,4.723487597666668
7026,5.097875342999999,5.162666834333333,5.272026271333334,5.272920227
7027,3.6938936596666667,3.8527426059999996,3.6194711080000004,3.758571760666667
7028,4.1458614376666665,4.332562513,4.306120633333333,4.375531130333333
7029,5.559740911,5.473519888333333,5.601720265,5.3824472006666655
7030,7.7570141066666665,7.4795443583333325,7.754366679333334,7.645700973333334
7031,4.487789356666666,4.631289819333333,4.666843551333333,4.641069704
7032,4.467277676666667,4.426825562666667,4.431505023,4.511871381333333
7033,3.7229715330000004,3.7605364179999996,3.5967807256666666,3.8675026690000003
7034,5.40183768,5.4844523333333335,5.509647851666667,5.579820984333334
7035,4.279255399,4.150800801333333,4.1260603226666674,4.107182831333334
7036,3.788112878333333,3.771530047,3.7860505706666667,3.781459321666667
7037,4.183741700333333,4.266391568666666,4.249494938333332,4.274160618333333
7038,4.117285861,4.365051464666666,4.236054261666666,4.466122413666667
7039,5.399386947,4.970384268,5.454916197333333,5.047804131333334
7040,7.118737677666666,7.0723827393333325,7.226578611666667,7.058029918666667
7041,5.225017655666666,5.190927689666667,5.368055976666667,5.330794329333333
7042,4.005591842,3.9394202390000004,3.928115674666666,4.029797833666667
7043,4.908025048,4.954196786000001,5.00836308,5.1684869393333335
7044,5.048300985333333,5.059499468333333,4.9992330523333335,5.054832458666667
7045,3.6693732326666666,3.7311151663333333,3.6904447670000002,3.8196889189999994
7046,9.572499997333333,9.881696867666667,9.780671926999998,9.963050684333334
7047,5.903360559333334,5.768212352666666,5.952909675666667,5.706042503
7048,5.716084253333334,5.748054177333333,5.766378233666667,5.758655344
7049,4.386045261333334,4.162472700666666,4.482372913,4.235662109
7050,4.9162596700000005,5.040447657666666,4.9659253403333325,4.940253086333333
7051,4.257190846666667,4.234168657333333,4.179971549,4.319176176
7052,4.804920761666666,4.774339515666667,4.863665512666667,4.940618308333334
7053,5.208102806333334,5.336067415333333,5.244298234666666,5.161413263
7054,4.4684376776666666,4.432245665,4.373805009333334,4.39354155
7055,5.295051499333334,5.232434549333334,5.259904720999999,5.251726636666667
7056,4.460542961666667,4.3340477963333335,4.242009575333333,4.404946287333334
7057,5.220969390333334,5.427233131666667,5.211794978666666,5.229070106000001
7058,3.7438344126666667,3.8215643576666665,3.696584523333333,3.7670707956666667
7059,4.717007693333334,4.773071091333333,4.7195016249999995,4.816971974
7060,5.683903724333334,5.894906165666666,5.8045231196666665,6.008300225666667
7061,5.57457397,5.565261107333334,5.628442280333334,5.499757048333334
7062,4.501213894,4.4554067533333335,4.443899849666667,4.351763133666666
7063,3.6562837563333335,3.736134533,3.729633179,3.684010926666667
7064,3.9777695896666665,4.092807633333333,4.170009991333334,4.090691344000001
7065,4.660347879,4.581543360666666,5.102135623333334,4.868742101333333
7066,6.415964978666666,6.400681391333333,6.542256760333334,6.429802402333333
7067,6.762874058,6.591370002666667,6.7162401140000005,6.616401141333333
7068,4.123257138333333,4.113279997999999,4.228252478333333,4.244540044333333
7069,6.460909098999999,6.553323899666666,6.5701264283333325,6.5521768410000005
7070,4.843997265333333,4.6341564066666665,4.6814769106666665,4.6131451236666665
7071,4.237146746,4.199260427666667,4.240315583,4.111090539666667
7072,4.778036549333334,5.191499770999999,4.762417208666666,4.925555943666667
7073,3.8302477016666665,4.058276333333334,3.8238158993333333,3.950110153666666
7074,4.001547997333333,3.998601487666667,4.103058971333334,3.9931488273333335
7075,4.3421988853333335,4.4130226556666665,4.375905158666666,4.460713145
7076,4.142233345666667,4.215363186,4.094916383,4.198213266333333
7077,3.51660353,3.6801416823333333,3.657160345,3.697719318666667
7078,4.666532231,4.756760422666667,4.565904652666666,4.661956679333334
7079,4.669399506666667,4.7446980110000005,4.6727279636666665,4.703404404333333
7080,5.065393679,5.165222014666667,5.18375261,5.115900441333333
7081,4.509305521333334,4.468418230999999,4.491519668333333,4.450958484666667
7082,4.527449687,4.600324028666667,4.487409753333334,4.610076327000001
7083,4.8600110910000005,4.927004712666666,4.972951877333333,4.983804557666667
7084,3.5148853753333333,3.715363384333333,3.721433342333334,3.557227989333333
7085,4.491935009666666,4.487006776,4.3710431703333334,4.3928160793333335
7086,6.112587530666666,6.0866907459999995,6.182027692999999,6.084208009666667
7087,3.5936508223333337,3.612102964,3.4902166519999995,3.628700568333333
7088,6.270325504,6.2741052989999995,6.276237024666667,6.348587824333333
7089,4.370582883666667,4.77348486,4.580697429,4.690680537
7090,3.859645548333333,3.7971112393333333,3.6684230696666664,3.7967739619999996
7091,3.7728861830000002,3.7178281406666667,3.745177502666667,3.6208622956666665
7092,3.3452537749999998,3.4759704976666668,3.4034115540000003,3.422031630333333
7093,3.660018623333334,3.588553323333333,3.6425435250000002,3.6802541499999997
7094,4.7305376316666665,5.066710580333333,4.898254431666667,4.97987393
7095,3.6950304893333334,3.8085553539999997,3.806691675333333,3.8305519999999995
7096,3.7013717620000004,3.7974308469999998,3.857916834333333,3.741634799
7097,6.57249856,6.741962487666666,6.519813301666666,6.7523859900000005
7098,3.6584955083333335,3.9308508530000004,3.830089473333333,3.9104799356666664
7099,5.339446951333334,5.183205325333334,5.3429694119999995,5.270302266000001
7100,4.418710193333333,4.4752131969999995,4.408827577666667,5.815145601
7101,4.592146457666667,4.529824605,4.514348125666667,4.474824498666667
